cap_round,college_code,college_name,choice_code,branch_name,status,home_university,quota_allocation,seat_type,stage,cutoff_rank,cutoff_percentile,city
Round 1,1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,GOPENS,I,37591,88.9550679,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,GSCS,I,58518,82.3322294,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,GSTS,I,94334,69.4936445,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,GVJS,I,44057,86.9194446,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,GNT1S,I,48422,85.5729148,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,GNT2S,I,41549,87.687217,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,GNT3S,I,50563,84.8736599,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,GOBCS,I,44130,86.9194446,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,GSEBCS,I,62247,81.1295102,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,LOPENS,I,30071,91.1459607,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,LSCS,I,45170,86.6223776,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,LSTS,I,49208,85.2215842,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,LVJS,I,66707,79.6986029,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,LNT2S,I,62338,81.1295102,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,LOBCS,I,41127,87.9159305,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,LSEBCS,I,69477,78.6137148,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,TFWS,I,131331,53.6060165,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,Government Autonomous,Autonomous Institute,State Level,EWS,I,197856,7.1701886,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,GOPENS,I,9196,97.3737374,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,GSCS,I,18016,94.783775,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,GSTS,I,46829,85.9646097,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,GVJS,I,12192,96.5118421,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,GNT1S,I,20440,94.0716041,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,GNT2S,I,15590,95.5372663,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,GOBCS,I,10583,96.9659622,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,GSEBCS,I,16679,95.2142111,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,LOPENS,I,8473,97.5647615,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,LSCS,I,25163,92.6752061,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,LSTS,I,35441,89.5868952,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,LNT1S,I,15967,95.4055944,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,LNT3S,I,26110,92.3826851,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,LOBCS,I,10921,96.8499656,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,LSEBCS,I,15326,95.6055328,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,TFWS,I,51675,84.5176078,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,Government Autonomous,Autonomous Institute,State Level,EWS,I,98826,68.1164395,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,GOPENS,I,12891,96.3316055,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,GSCS,I,22881,93.3597277,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,GSTS,I,61474,81.2846613,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,GVJS,I,25469,92.5745163,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,GNT1S,I,24028,92.997543,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,GNT2S,I,16590,95.2407244,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,GNT3S,I,18035,94.783775,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,GOBCS,I,14193,95.9539167,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,GSEBCS,I,20387,94.0956622,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,LOPENS,I,12183,96.5201084,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,LSCS,I,28662,91.6544074,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,LSTS,I,65926,79.9072027,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,LNT2S,I,15745,95.45053,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,LOBCS,I,13342,96.171967,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,LSEBCS,I,17281,95.0157683,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,TFWS,I,54426,83.7239356,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100224610,Information Technology,Government Autonomous,Autonomous Institute,State Level,EWS,I,88788,71.6607627,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,GOPENS,I,28037,91.7521019,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,GSCS,I,45807,86.3869833,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,GSTS,I,81211,74.6802716,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,GVJS,I,54199,83.7674516,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,GNT1S,I,33361,90.1610143,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,GNT2S,I,55530,83.2103258,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,GNT3S,I,45231,86.6223776,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,GOBCS,I,29365,91.3593874,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,GSEBCS,I,50107,85.0571556,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,LOPENS,I,26875,92.1231015,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,LSCS,I,41351,87.7785554,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,LSTS,I,89472,71.5562808,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,LVJS,I,63174,80.9669596,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,LNT1S,I,37913,88.7700729,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,LOBCS,I,30147,91.082078,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,LSEBCS,I,54480,83.5597353,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,TFWS,I,97352,68.4887011,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,Government Autonomous,Autonomous Institute,State Level,EWS,I,131185,53.6060165,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,GOPENS,I,17151,95.0636221,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,GSCS,I,36725,89.1962092,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,GSTS,I,116393,60.422115,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,GVJS,I,37532,88.9550679,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,GNT1S,I,31138,90.8833776,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,GNT2S,I,17913,94.8202997,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,GOBCS,I,18719,94.5862876,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,GSEBCS,I,30507,91.051072,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,LOPENS,I,18397,94.7159159,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,LSCS,I,37791,88.7823852,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,LSTS,I,72278,77.9513058,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,LVJS,I,35169,89.6700597,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,LNT2S,I,32000,90.6332693,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,LNT3S,I,41415,87.7785554,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,LOBCS,I,18895,94.5372821,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,LSEBCS,I,29991,91.2776413,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,TFWS,I,149070,43.658874,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,Government Autonomous,Autonomous Institute,State Level,EWS,I,182725,21.3037657,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,GOPENS,I,45626,86.4120225,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,GSCS,I,64794,80.3531469,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,GSTS,I,190208,14.3147873,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,GVJS,I,78201,75.6075065,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,GNT2S,I,56802,82.8437868,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,GNT3S,I,51152,84.6429815,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,GOBCS,I,50313,84.9728618,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,GSEBCS,I,65579,79.9809712,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,LOPENS,I,40999,87.9235179,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,LSCS,I,66067,79.8919296,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,LSTS,I,87240,72.3760958,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,LNT1S,I,42330,87.4115391,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,LOBCS,I,58460,82.3322294,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,LSEBCS,I,99619,67.8236662,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,TFWS,I,38374,88.680102,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,EWS,I,105120,65.5190641,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,Government Autonomous,Autonomous Institute,State Level,GOPENS,II,196674,8.3381964,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,GOPENS,I,34406,89.861767,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,GSCS,I,53314,84.0359888,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,GSTS,I,134704,51.57164,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,GVJS,I,73509,77.161886,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,GNT1S,I,49466,85.1919561,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,GNT2S,I,35304,89.6391842,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,GNT3S,I,43753,87.0316109,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,GOBCS,I,38117,88.7615737,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,GSEBCS,I,60529,81.6453226,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,LOPENS,I,43339,87.1376478,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,LSCS,I,60393,81.7705077,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,LSTS,I,125170,56.5039753,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,LNT2S,I,73011,77.2287062,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,LOBCS,I,49484,85.1919561,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,LSEBCS,I,83614,73.6328536,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,TFWS,I,188072,16.4425946,Amravati
Round 1,1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,Government Autonomous,Autonomous Institute,State Level,EWS,I,51875,84.4950314,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,HU-to-HU,GOPENH,I,23654,93.615548,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,HU-to-HU,GSCH,I,37414,89.7377897,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,HU-to-HU,GNT2H,I,47495,86.8241565,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,HU-to-HU,GOBCH,I,24342,93.4485531,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,HU-to-HU,LOPENH,I,8634,97.6779266,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,HU-to-HU,LOBCH,I,25406,93.1151448,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,OHU-to-OHU,GOPENH,I,53836,85.0232092,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,OHU-to-OHU,GOPENO,I,4917,98.6379064,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,OHU-to-OHU,GSCO,I,39936,89.0432875,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,OHU-to-OHU,GVJO,I,82501,75.8886529,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,OHU-to-OHU,GNT1O,I,46985,86.9908896,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,OHU-to-OHU,GSEBCO,I,68655,80.5600214,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,OHU-to-OHU,LOPENO,I,27666,92.4619674,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,University Department,Sant Gadge Baba Amravati University,State Level,GOPENO,I,79514,77.0149774,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,University Department,Sant Gadge Baba Amravati University,HU-to-HU,GOPENH,I,176548,25.4741362,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,University Department,Sant Gadge Baba Amravati University,HU-to-HU,GVJH,I,183458,20.2849168,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,University Department,Sant Gadge Baba Amravati University,HU-to-HU,GOBCH,I,196887,7.9877752,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,University Department,Sant Gadge Baba Amravati University,HU-to-HU,GSEBCH,I,194449,10.7725189,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,University Department,Sant Gadge Baba Amravati University,HU-to-HU,LOPENH,I,134313,51.7009371,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,University Department,Sant Gadge Baba Amravati University,OHU-to-OHU,GSCH,I,133905,52.1817116,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,University Department,Sant Gadge Baba Amravati University,OHU-to-OHU,GOBCH,I,132477,52.8806012,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,University Department,Sant Gadge Baba Amravati University,OHU-to-OHU,GSCH,II,171006,29.4125763,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,University Department,Sant Gadge Baba Amravati University,OHU-to-OHU,GOPENO,I,110594,63.200058,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,University Department,Sant Gadge Baba Amravati University,OHU-to-OHU,GOBCO,I,120840,58.4401523,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,University Department,Sant Gadge Baba Amravati University,State Level,TFWS,I,119043,59.1762367,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,University Department,Sant Gadge Baba Amravati University,State Level,EWS,I,191349,13.3124347,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100552410,Paper and Pulp Technology,University Department,Sant Gadge Baba Amravati University,HU-to-HU,GOPENH,I,181659,22.0346747,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100552410,Paper and Pulp Technology,University Department,Sant Gadge Baba Amravati University,HU-to-HU,LOPENH,I,177217,25.2088452,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100552410,Paper and Pulp Technology,University Department,Sant Gadge Baba Amravati University,OHU-to-OHU,GOPENH,I,146086,45.8266058,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100552410,Paper and Pulp Technology,University Department,Sant Gadge Baba Amravati University,OHU-to-OHU,GSCH,I,203034,1.0874687,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100552410,Paper and Pulp Technology,University Department,Sant Gadge Baba Amravati University,OHU-to-OHU,GOBCH,I,169379,31.9226076,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100552410,Paper and Pulp Technology,University Department,Sant Gadge Baba Amravati University,OHU-to-OHU,GOPENH,II,187138,17.2365618,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100552410,Paper and Pulp Technology,University Department,Sant Gadge Baba Amravati University,OHU-to-OHU,GOPENO,I,98098,68.3753318,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100552410,Paper and Pulp Technology,University Department,Sant Gadge Baba Amravati University,OHU-to-OHU,LOPENO,I,178715,24.6987745,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100552410,Paper and Pulp Technology,University Department,Sant Gadge Baba Amravati University,OHU-to-OHU,GOPENO,II,184089,19.4484962,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100552410,Paper and Pulp Technology,University Department,Sant Gadge Baba Amravati University,HU-to-HU,GOPENO,I,185040,19.0847282,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,University Department,Sant Gadge Baba Amravati University,HU-to-HU,GOPENH,I,138268,49.7291102,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,University Department,Sant Gadge Baba Amravati University,HU-to-HU,GSCH,I,141682,47.8015007,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,University Department,Sant Gadge Baba Amravati University,HU-to-HU,GOBCH,I,156837,39.3601986,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,University Department,Sant Gadge Baba Amravati University,HU-to-HU,LOPENH,I,91401,70.7504568,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,University Department,Sant Gadge Baba Amravati University,HU-to-HU,LSCH,I,112652,62.0615406,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,University Department,Sant Gadge Baba Amravati University,OHU-to-OHU,GOPENH,I,156903,39.3601986,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,University Department,Sant Gadge Baba Amravati University,OHU-to-OHU,GOPENO,I,66017,79.8919296,Amravati
Round 1,1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,University Department,Sant Gadge Baba Amravati University,OHU-to-OHU,GNT3O,I,91290,71.0971787,Amravati
