cap_round,college_code,college_name,choice_code,branch_name,status,home_university,quota_allocation,seat_type,stage,cutoff_rank,cutoff_percentile,city
Round 1,3726,Imperial College of Engineering,372624510,Computer Engineering,Un-Aided,Mumbai University,HU-to-HU,LOBCH,I,188244,16.1743072,Special
Round 1,3726,Imperial College of Engineering,372624510,Computer Engineering,Un-Aided,Mumbai University,OHU-to-OHU,GSCH,I,179956,22.8214173,Special
Round 1,3726,Imperial College of Engineering,372624510,Computer Engineering,Un-Aided,Mumbai University,OHU-to-OHU,GVJH,I,112532,62.1365556,Special
Round 1,3726,Imperial College of Engineering,372624510,Computer Engineering,Un-Aided,Mumbai University,OHU-to-OHU,GSEBCH,I,94977,69.4561708,Special
Round 1,3726,Imperial College of Engineering,372624510,Computer Engineering,Un-Aided,Mumbai University,OHU-to-OHU,LSCH,I,160096,36.5248856,Special
Round 1,3726,Imperial College of Engineering,372624510,Computer Engineering,Un-Aided,Mumbai University,OHU-to-OHU,LVJH,I,111822,62.1412608,Special
Round 1,3726,Imperial College of Engineering,372624510,Computer Engineering,Un-Aided,Mumbai University,OHU-to-OHU,LNT1H,I,73959,77.0149774,Special
Round 1,3726,Imperial College of Engineering,372624510,Computer Engineering,Un-Aided,Mumbai University,OHU-to-OHU,LNT3H,I,124331,56.8426573,Special
Round 1,3726,Imperial College of Engineering,372624510,Computer Engineering,Un-Aided,Mumbai University,OHU-to-OHU,LOBCH,I,120613,58.4401523,Special
Round 1,3726,Imperial College of Engineering,372624510,Computer Engineering,Un-Aided,Mumbai University,OHU-to-OHU,GOPENO,I,63604,80.7807182,Special
Round 1,3726,Imperial College of Engineering,372624510,Computer Engineering,Un-Aided,Mumbai University,OHU-to-OHU,GSCO,I,146753,45.3566434,Special
Round 1,3726,Imperial College of Engineering,372624510,Computer Engineering,Un-Aided,Mumbai University,OHU-to-OHU,GNT2O,I,66431,79.7946282,Special
Round 1,3726,Imperial College of Engineering,372624510,Computer Engineering,Un-Aided,Mumbai University,OHU-to-OHU,GOBCO,I,88581,71.8197195,Special
Round 1,3726,Imperial College of Engineering,372624510,Computer Engineering,Un-Aided,Mumbai University,OHU-to-OHU,GSEBCO,I,136334,50.7016833,Special
Round 1,3726,Imperial College of Engineering,372624510,Computer Engineering,Un-Aided,Mumbai University,OHU-to-OHU,LOPENO,I,59452,82.1124479,Special
Round 1,3726,Imperial College of Engineering,372624510,Computer Engineering,Un-Aided,Mumbai University,OHU-to-OHU,LSEBCO,I,132273,53.2228937,Special
Round 1,3726,Imperial College of Engineering,372624510,Computer Engineering,Un-Aided,Mumbai University,State Level,GOPENO,I,126684,55.4922986,Special
Round 1,3726,Imperial College of Engineering,372624610,Information Technology,Un-Aided,Mumbai University,HU-to-HU,GOPENH,I,158857,38.2479385,Special
Round 1,3726,Imperial College of Engineering,372624610,Information Technology,Un-Aided,Mumbai University,HU-to-HU,GNT3H,I,162321,35.9295868,Special
Round 1,3726,Imperial College of Engineering,372624610,Information Technology,Un-Aided,Mumbai University,HU-to-HU,GOBCH,I,186795,17.6786167,Special
Round 1,3726,Imperial College of Engineering,372624610,Information Technology,Un-Aided,Mumbai University,HU-to-HU,LOPENH,I,163595,35.4407253,Special
Round 1,3726,Imperial College of Engineering,372624610,Information Technology,Un-Aided,Mumbai University,HU-to-HU,LOBCH,I,167612,32.1650475,Special
Round 1,3726,Imperial College of Engineering,372624610,Information Technology,Un-Aided,Mumbai University,OHU-to-OHU,GSCH,I,164171,35.1590106,Special
Round 1,3726,Imperial College of Engineering,372624610,Information Technology,Un-Aided,Mumbai University,OHU-to-OHU,GNT2H,I,175204,25.9873754,Special
Round 1,3726,Imperial College of Engineering,372624610,Information Technology,Un-Aided,Mumbai University,OHU-to-OHU,GSEBCH,I,183941,19.7061157,Special
Round 1,3726,Imperial College of Engineering,372624610,Information Technology,Un-Aided,Mumbai University,OHU-to-OHU,LSCH,I,187035,17.2365618,Special
Round 1,3726,Imperial College of Engineering,372624610,Information Technology,Un-Aided,Mumbai University,OHU-to-OHU,LSEBCH,I,119872,58.8525307,Special
Round 1,3726,Imperial College of Engineering,372624610,Information Technology,Un-Aided,Mumbai University,OHU-to-OHU,GOPENO,I,108302,63.8244514,Special
Round 1,3726,Imperial College of Engineering,372624610,Information Technology,Un-Aided,Mumbai University,OHU-to-OHU,GSCO,I,136819,50.5909012,Special
Round 1,3726,Imperial College of Engineering,372624610,Information Technology,Un-Aided,Mumbai University,OHU-to-OHU,GOBCO,I,136524,50.7016833,Special
Round 1,3726,Imperial College of Engineering,372624610,Information Technology,Un-Aided,Mumbai University,OHU-to-OHU,LOPENO,I,88846,71.6607627,Special
Round 1,3726,Imperial College of Engineering,372624610,Information Technology,Un-Aided,Mumbai University,OHU-to-OHU,LSCO,I,162211,35.9295868,Special
Round 1,3726,Imperial College of Engineering,372624610,Information Technology,Un-Aided,Mumbai University,OHU-to-OHU,LOBCO,I,95573,69.2179237,Special
Round 1,3726,Imperial College of Engineering,372624610,Information Technology,Un-Aided,Mumbai University,State Level,TFWS,I,163556,35.4407253,Special
Round 1,3726,Imperial College of Engineering,372624610,Information Technology,Un-Aided,Mumbai University,State Level,EWS,I,133038,52.5968356,Special
Round 1,3726,Imperial College of Engineering,372637210,Electronics and Telecommunication Engg,Un-Aided,Mumbai University,OHU-to-OHU,GOPENH,I,111962,62.1412608,Special
Round 1,3726,Imperial College of Engineering,372637210,Electronics and Telecommunication Engg,Un-Aided,Mumbai University,OHU-to-OHU,LOPENH,I,191962,13.01665,Special
Round 1,3726,Imperial College of Engineering,372637210,Electronics and Telecommunication Engg,Un-Aided,Mumbai University,OHU-to-OHU,GOPENO,I,102517,66.3795642,Special
Round 1,3726,Imperial College of Engineering,372637210,Electronics and Telecommunication Engg,Un-Aided,Mumbai University,OHU-to-OHU,LOPENO,I,117316,60.2517483,Special
Round 1,3726,Imperial College of Engineering,372637210,Electronics and Telecommunication Engg,Un-Aided,Mumbai University,State Level,GOPENO,I,183632,19.8246656,Special
Round 1,3726,Imperial College of Engineering,372699510,Artificial Intelligence and Data Science,Un-Aided,Mumbai University,HU-to-HU,GOPENH,I,108960,63.5767823,Special
Round 1,3726,Imperial College of Engineering,372699510,Artificial Intelligence and Data Science,Un-Aided,Mumbai University,HU-to-HU,GSCH,I,195800,9.113484,Special
Round 1,3726,Imperial College of Engineering,372699510,Artificial Intelligence and Data Science,Un-Aided,Mumbai University,HU-to-HU,GOBCH,I,133376,52.3622324,Special
Round 1,3726,Imperial College of Engineering,372699510,Artificial Intelligence and Data Science,Un-Aided,Mumbai University,HU-to-HU,LOPENH,I,134489,51.57164,Special
Round 1,3726,Imperial College of Engineering,372699510,Artificial Intelligence and Data Science,Un-Aided,Mumbai University,HU-to-HU,LSCH,I,193949,11.0553814,Special
Round 1,3726,Imperial College of Engineering,372699510,Artificial Intelligence and Data Science,Un-Aided,Mumbai University,HU-to-HU,LOBCH,I,135492,50.9683037,Special
Round 1,3726,Imperial College of Engineering,372699510,Artificial Intelligence and Data Science,Un-Aided,Mumbai University,OHU-to-OHU,GSCH,I,101606,66.4263323,Special
Round 1,3726,Imperial College of Engineering,372699510,Artificial Intelligence and Data Science,Un-Aided,Mumbai University,OHU-to-OHU,GNT2H,I,97289,68.4887011,Special
Round 1,3726,Imperial College of Engineering,372699510,Artificial Intelligence and Data Science,Un-Aided,Mumbai University,OHU-to-OHU,GSEBCH,I,141187,47.8905633,Special
Round 1,3726,Imperial College of Engineering,372699510,Artificial Intelligence and Data Science,Un-Aided,Mumbai University,OHU-to-OHU,LVJH,I,152017,42.6339209,Special
Round 1,3726,Imperial College of Engineering,372699510,Artificial Intelligence and Data Science,Un-Aided,Mumbai University,OHU-to-OHU,GOPENO,I,72773,77.5384615,Special
Round 1,3726,Imperial College of Engineering,372699510,Artificial Intelligence and Data Science,Un-Aided,Mumbai University,OHU-to-OHU,GSCO,I,86813,72.6730266,Special
Round 1,3726,Imperial College of Engineering,372699510,Artificial Intelligence and Data Science,Un-Aided,Mumbai University,OHU-to-OHU,GOBCO,I,84781,73.4354379,Special
Round 1,3726,Imperial College of Engineering,372699510,Artificial Intelligence and Data Science,Un-Aided,Mumbai University,OHU-to-OHU,GSEBCO,I,91863,70.6189283,Special
Round 1,3726,Imperial College of Engineering,372699510,Artificial Intelligence and Data Science,Un-Aided,Mumbai University,OHU-to-OHU,LOPENO,I,79840,75.1927485,Special
Round 1,3726,Imperial College of Engineering,372699510,Artificial Intelligence and Data Science,Un-Aided,Mumbai University,OHU-to-OHU,LSCO,I,128535,54.5739657,Special
Round 1,3726,Imperial College of Engineering,372699510,Artificial Intelligence and Data Science,Un-Aided,Mumbai University,OHU-to-OHU,LOBCO,I,124636,56.6213771,Special
Round 1,3726,Imperial College of Engineering,372699510,Artificial Intelligence and Data Science,Un-Aided,Mumbai University,HU-to-HU,GOPENO,I,189421,15.3499592,Special
Round 1,3726,Imperial College of Engineering,372699510,Artificial Intelligence and Data Science,Un-Aided,Mumbai University,State Level,TFWS,I,103415,66.1695365,Special
Round 1,3726,Imperial College of Engineering,372699510,Artificial Intelligence and Data Science,Un-Aided,Mumbai University,State Level,EWS,I,162766,35.7798895,Special
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,HU-to-HU,GOPENH,I,109735,63.3986014,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,HU-to-HU,GSCH,I,187212,16.860405,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,HU-to-HU,GSTH,I,136382,50.7016833,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,HU-to-HU,GVJH,I,194568,10.4252003,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,HU-to-HU,GOBCH,I,124895,56.6213771,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,HU-to-HU,LOPENH,I,102010,66.3866132,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,HU-to-HU,LSCH,I,105587,65.3084343,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,HU-to-HU,LSTH,I,116304,60.4378874,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,HU-to-HU,LNT1H,I,181406,22.035802,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,HU-to-HU,LOBCH,I,147717,44.2599775,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,OHU-to-OHU,GNT3H,I,144794,46.6242967,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,OHU-to-OHU,GSEBCH,I,96289,68.9620341,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,OHU-to-OHU,LNT2H,I,149136,43.658874,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,OHU-to-OHU,LSEBCH,I,170013,30.26063,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,OHU-to-OHU,GOPENO,I,61478,81.2846613,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,OHU-to-OHU,GSCO,I,90861,71.173087,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,OHU-to-OHU,GSTO,I,98357,68.2382408,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,OHU-to-OHU,GNT1O,I,75334,76.8955509,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,OHU-to-OHU,GNT2O,I,92204,70.507201,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,OHU-to-OHU,GNT3O,I,81879,74.0630785,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,OHU-to-OHU,GOBCO,I,73413,77.161886,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,OHU-to-OHU,GSEBCO,I,90944,71.0971787,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,OHU-to-OHU,LOPENO,I,85748,73.1347962,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,OHU-to-OHU,LSCO,I,107903,64.2631037,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,OHU-to-OHU,LSTO,I,153679,41.4020979,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,OHU-to-OHU,LOBCO,I,88887,71.6607627,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,OHU-to-OHU,LSEBCO,I,157930,39.230205,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,State Level,TFWS,I,138618,49.6043895,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400419110,Civil Engineering,Government,Gondwana University,State Level,EWS,I,64502,80.3575863,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,HU-to-HU,GOPENH,I,49686,85.113912,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,HU-to-HU,GSCH,I,66256,79.7946282,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,HU-to-HU,GSTH,I,148077,43.9154166,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,HU-to-HU,GVJH,I,185299,18.9335664,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,HU-to-HU,GNT1H,I,58029,82.3938224,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,HU-to-HU,GNT2H,I,87404,72.1363369,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,HU-to-HU,GNT3H,I,151554,42.7403863,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,HU-to-HU,GOBCH,I,62980,80.9669596,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,HU-to-HU,GSEBCH,I,149456,43.5338318,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,HU-to-HU,LOPENH,I,47201,85.9058498,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,HU-to-HU,LSCH,I,59159,82.1319232,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,HU-to-HU,LSTH,I,119940,58.8525307,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,HU-to-HU,LOBCH,I,55364,83.3397246,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,OHU-to-OHU,GSEBCH,I,33847,90.0449693,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,OHU-to-OHU,LSEBCH,I,49373,85.2053352,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,OHU-to-OHU,GOPENO,I,27002,92.0891128,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,OHU-to-OHU,GSCO,I,45415,86.5435447,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,OHU-to-OHU,GSTO,I,112750,62.0615406,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,OHU-to-OHU,GOBCO,I,27602,91.9353149,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,OHU-to-OHU,GSEBCO,I,35140,89.6700597,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,OHU-to-OHU,LOPENO,I,23408,93.203117,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,OHU-to-OHU,LVJO,I,40396,87.9825175,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,State Level,TFWS,I,103538,66.1695365,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400424210,Computer Science and Engineering,Government,Gondwana University,State Level,EWS,I,103747,65.8992965,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,HU-to-HU,GOPENH,I,95641,69.2179237,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,HU-to-HU,GSCH,I,162350,35.9295868,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,HU-to-HU,GSTH,I,200344,4.4095995,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,HU-to-HU,GNT1H,I,101261,66.9039004,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,HU-to-HU,GOBCH,I,117973,59.9607019,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,HU-to-HU,LOPENH,I,105425,65.5190641,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,HU-to-HU,LSCH,I,113425,61.6834321,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,HU-to-HU,LSTH,I,165992,32.5553935,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,HU-to-HU,LOBCH,I,106020,64.7148712,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,OHU-to-OHU,GVJH,I,67643,79.4832155,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,OHU-to-OHU,GNT2H,I,64648,80.3531469,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,OHU-to-OHU,GNT3H,I,86517,72.7429418,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,OHU-to-OHU,GSEBCH,I,102360,66.3866132,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,OHU-to-OHU,GVJH,II,97960,68.3753318,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,OHU-to-OHU,GNT2H,II,123731,57.0133407,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,OHU-to-OHU,GOPENO,I,57083,82.837277,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,OHU-to-OHU,GSCO,I,81031,74.9785452,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,OHU-to-OHU,GNT1O,I,86627,72.6730266,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,OHU-to-OHU,GOBCO,I,63063,80.9669596,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,OHU-to-OHU,LOPENO,I,63701,80.7175218,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,OHU-to-OHU,LSCO,I,64722,80.3531469,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,OHU-to-OHU,LNT2O,I,155396,39.902473,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,OHU-to-OHU,LOBCO,I,75367,76.8955509,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,OHU-to-OHU,LSEBCO,I,86605,72.6730266,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,HU-to-HU,GOPENO,I,187226,16.860405,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,State Level,TFWS,I,58067,82.3938224,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400429310,Electrical Engineering,Government,Gondwana University,State Level,EWS,I,194831,10.26398,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,HU-to-HU,GOPENH,I,95911,69.0979021,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,HU-to-HU,GSCH,I,125888,55.9381337,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,HU-to-HU,GSTH,I,155687,39.7546871,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,HU-to-HU,GOBCH,I,103255,66.1695365,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,HU-to-HU,LOPENH,I,88377,71.8197195,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,HU-to-HU,LSCH,I,115589,60.634478,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,HU-to-HU,LNT1H,I,119426,58.8994542,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,HU-to-HU,LNT2H,I,130338,53.7591782,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,HU-to-HU,LOBCH,I,95585,69.2179237,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,OHU-to-OHU,GVJH,I,127736,55.1895416,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,OHU-to-OHU,GNT2H,I,63726,80.7175218,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,OHU-to-OHU,GSEBCH,I,85978,72.8948543,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,OHU-to-OHU,LSTH,I,96918,68.8687467,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,OHU-to-OHU,LSEBCH,I,69239,78.6167398,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,OHU-to-OHU,GOPENO,I,43065,87.2335313,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,OHU-to-OHU,GSCO,I,72412,77.9513058,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,OHU-to-OHU,GVJO,I,95558,69.2179237,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,OHU-to-OHU,GNT3O,I,77394,75.6538462,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,OHU-to-OHU,GOBCO,I,43512,87.0323929,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,OHU-to-OHU,GSEBCO,I,84849,73.4354379,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,OHU-to-OHU,LOPENO,I,38327,88.680102,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,OHU-to-OHU,LSCO,I,66578,79.7185003,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,OHU-to-OHU,LOBCO,I,54559,83.5597353,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,State Level,TFWS,I,159966,36.5248856,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400437210,Electronics and Telecommunication Engg,Government,Gondwana University,State Level,EWS,I,45768,86.3869833,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400446610,Instrumentation Engineering,Government,Gondwana University,HU-to-HU,GOPENH,I,157588,39.2328654,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400446610,Instrumentation Engineering,Government,Gondwana University,HU-to-HU,GSCH,I,188540,15.9545455,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400446610,Instrumentation Engineering,Government,Gondwana University,HU-to-HU,GOBCH,I,167050,32.3446384,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400446610,Instrumentation Engineering,Government,Gondwana University,HU-to-HU,LOPENH,I,134085,51.7009371,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400446610,Instrumentation Engineering,Government,Gondwana University,HU-to-HU,LSCH,I,135452,50.9683037,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400446610,Instrumentation Engineering,Government,Gondwana University,HU-to-HU,GOPENH,II,196608,8.5366296,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400446610,Instrumentation Engineering,Government,Gondwana University,OHU-to-OHU,GNT1H,I,120642,58.4401523,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400446610,Instrumentation Engineering,Government,Gondwana University,OHU-to-OHU,GSEBCH,I,165413,33.0802795,Chandrapur
Round 1,4004,"Government College of Engineering, Chandrapur",400446610,Instrumentation Engineering,Government,Gondwana University,OHU-to-OHU,GOPENO,I,82118,74.0094972,Chandrapur
